"name"	"lat"	"lon"	"code"	"country"	"pop"	"date"	"capital"
"Mudkhed"	19.15657	77.50304	"PPL"	"IN"	20776	"2014-10-13"	0
"Mudgere"	13.13353	75.6416	"PPL"	"IN"	9322	"2015-11-08"	0
"Mudhol"	16.33354	75.28305	"PPL"	"IN"	47427	"2014-10-14"	0
"Mudgal"	16.01191	76.44203	"PPL"	"IN"	21006	"2015-08-07"	0
"Muddebihal"	16.33782	76.13173	"PPL"	"IN"	31895	"2015-08-07"	0
"Mudbidri"	13.06653	74.99525	"PPL"	"IN"	30632	"2014-10-14"	0
"Mubarakpur"	26.08866	83.29088	"PPL"	"IN"	53263	"2014-10-14"	0
"Mowad"	21.46475	78.45103	"PPL"	"IN"	9045	"2015-04-08"	0
"Mothihari"	26.64862	84.91656	"PPL"	"IN"	112144	"2015-10-04"	0
"Moth"	25.72595	78.95029	"PPL"	"IN"	14077	"2015-08-07"	0
"Morwa"	22.90469	73.83912	"PPL"	"IN"	20168	"2014-10-13"	0
"Morsi"	21.3403	78.01258	"PPL"	"IN"	35554	"2015-04-08"	0
"Morena"	26.49892	77.99534	"PPL"	"IN"	152004	"2015-08-07"	0
"Morbi"	22.81731	70.8377	"PPL"	"IN"	118022	"2014-10-13"	0
"Morar"	26.2264	78.22482	"PPL"	"IN"	44451	"2014-10-14"	0
"Moranha"	27.18735	94.91557	"PPL"	"IN"	7136	"2016-06-26"	0
"Moram"	17.78812	76.47077	"PPL"	"IN"	17696	"2015-08-07"	0
"Moradabad"	28.83893	78.77684	"PPL"	"IN"	721139	"2014-10-14"	0
"Mon"	26.73583	95.05841	"PPL"	"IN"	18742	"2014-10-14"	0
"Mokokchung"	26.3248	94.51834	"PPL"	"IN"	34021	"2014-10-14"	0
"Mokameh"	25.39662	85.9219	"PPL"	"IN"	55203	"2015-10-04"	0
"Moirang"	24.4975	93.77791	"PPL"	"IN"	17103	"2014-10-13"	0
"Mohpa"	21.31012	78.82969	"PPL"	"IN"	7140	"2015-08-07"	0
"Mohiuddinnagar"	25.57374	85.66944	"PPL"	"IN"	14938	"2016-11-22"	0
"Mohgaon"	21.63941	78.73638	"PPL"	"IN"	10446	"2015-08-07"	0
"Mohanur"	11.05896	78.13992	"PPL"	"IN"	12846	"2014-10-14"	0
"Mohanpur"	28.25261	80.24498	"PPL"	"IN"	5596	"2014-10-14"	0
"Mohan"	26.78008	80.67497	"PPL"	"IN"	14709	"2014-10-14"	0
"Moga"	30.81383	75.16878	"PPL"	"IN"	130549	"2015-05-06"	0
"Modasa"	23.46253	73.29857	"PPL"	"IN"	58970	"2014-10-13"	0
"Meethari Marwar"	27.57615	74.68661	"PPL"	"IN"	14760	"2014-10-14"	0
"Misrikh"	27.43137	80.53157	"PPL"	"IN"	15007	"2015-11-08"	0
"Mirzapur"	25.1449	82.56534	"PPL"	"IN"	220029	"2016-06-27"	0
"Mirik"	26.88817	88.19007	"PPL"	"IN"	10109	"2014-10-14"	0
"Mirialguda"	16.8722	79.56247	"PPL"	"IN"	101234	"2014-10-10"	0
"Mirganj"	28.54012	79.20817	"PPL"	"IN"	15335	"2014-10-14"	0
"Miranpur Katra"	28.02963	79.66778	"PPL"	"IN"	29626	"2015-10-04"	0
"Miranpur"	29.29026	77.94939	"PPL"	"IN"	27390	"2015-05-06"	0
"Minjur"	13.27951	80.25815	"PPL"	"IN"	24674	"2015-09-06"	0
"Milak"	28.61031	79.16997	"PPL"	"IN"	28505	"2014-10-14"	0
"Mihona"	26.28373	78.98048	"PPL"	"IN"	15830	"2015-08-07"	0
"Mhasvad"	17.63359	74.78773	"PPL"	"IN"	21404	"2016-07-07"	0
"Mhasla"	18.1334	73.11162	"PPL"	"IN"	9331	"2014-10-13"	0
"Mettur"	11.78796	77.8008	"PPL"	"IN"	56743	"2014-10-14"	0
"Mettupalayam"	11.29971	76.93485	"PPL"	"IN"	66944	"2014-10-14"	0
"Mettuppalaiyam"	11.16812	78.45232	"PPL"	"IN"	9587	"2014-10-14"	0
"Merta"	26.64859	74.03414	"PPL"	"IN"	43758	"2014-10-14"	0
"Mendarda"	21.32112	70.44078	"PPL"	"IN"	17166	"2014-10-13"	0
"Memari"	23.17647	88.09749	"PPL"	"IN"	44448	"2014-10-14"	0
"Melur"	10.03241	78.3393	"PPL"	"IN"	33839	"2014-10-14"	0
"Mehndawal"	26.97579	83.10995	"PPL"	"IN"	25495	"2015-09-06"	0
"Mehnagar"	25.87889	83.11611	"PPL"	"IN"	14897	"2015-08-07"	0
"Mehekar"	20.1505	76.56841	"PPL"	"IN"	41137	"2014-10-13"	0
"Meghraj"	23.49805	73.51352	"PPL"	"IN"	10498	"2015-11-08"	0
"Meerut"	28.98002	77.70636	"PPL"	"IN"	1223184	"2015-05-06"	0
"Medinipur"	22.42114	87.32257	"PPL"	"IN"	153349	"2014-10-14"	0
"Medak"	18.04531	78.26078	"PPL"	"IN"	44351	"2014-10-10"	0
"Mayiladuthurai"	11.10354	79.655	"PPL"	"IN"	86660	"2014-10-14"	0
"Mayang Imphal"	24.60998	93.88873	"PPL"	"IN"	22159	"2014-10-13"	0
"Mayakonda"	14.28894	76.08305	"PPL"	"IN"	6445	"2015-11-08"	0
"Mawana"	29.10288	77.92199	"PPL"	"IN"	76973	"2015-09-06"	0
"Mavoor"	11.26667	75.91667	"PPL"	"IN"	28313	"2014-10-13"	0
"Mavelikara"	9.25929	76.55642	"PPL"	"IN"	28300	"2014-10-13"	0
"Mauranwan"	26.42876	80.88008	"PPL"	"IN"	14916	"2015-08-07"	0
"Maur"	30.08333	75.25	"PPL"	"IN"	28295	"2014-10-14"	0
"Mauganj"	24.66721	81.87339	"PPL"	"IN"	25537	"2015-08-07"	0
"Maudaha"	25.68312	80.11419	"PPL"	"IN"	37844	"2015-08-07"	0
"Mau Aimma"	25.69515	81.92336	"PPL"	"IN"	20123	"2015-09-06"	0
"Mau"	26.26584	78.67108	"PPL"	"IN"	19299	"2014-10-14"	0
"Mau"	25.94167	83.56111	"PPL"	"IN"	246050	"2015-08-07"	0
"Mattur"	11.31881	79.20724	"PPL"	"IN"	5605	"2014-10-14"	0
"Mattanur"	11.93018	75.57152	"PPL"	"IN"	45521	"2015-11-08"	0
"Mathura"	27.5035	77.67215	"PPL"	"IN"	330511	"2015-08-07"	0
"Matheran"	18.98281	73.2652	"PPL"	"IN"	5287	"2014-10-13"	0
"Mataundh"	25.43594	80.15653	"PPL"	"IN"	8591	"2015-08-07"	0
"Matabhanga"	26.34197	89.21555	"PPL"	"IN"	22642	"2016-07-04"	0
"Masinigudi"	11.56831	76.64087	"PPL"	"IN"	9642	"2017-02-04"	0
"Masaurhi Buzurg"	25.35417	85.03195	"PPL"	"IN"	53440	"2016-01-07"	0
"Mormugao"	15.38914	73.81491	"PPL"	"IN"	102345	"2017-05-24"	0
"Markapur"	15.73534	79.26848	"PPL"	"IN"	63982	"2016-12-03"	0
"Mariani"	26.65725	94.31529	"PPL"	"IN"	23640	"2014-10-13"	0
"Mariahu"	25.60404	82.60379	"PPL"	"IN"	22248	"2015-08-07"	0
"Marhaura"	25.97349	84.86796	"PPL"	"IN"	26138	"2015-10-04"	0
"Margherita"	27.28482	95.66796	"PPL"	"IN"	24428	"2012-10-06"	0
"Marandahalli"	12.38826	78.00316	"PPL"	"IN"	10480	"2016-11-22"	0
"Marakkanam"	12.19214	79.94193	"PPL"	"IN"	19734	"2014-10-14"	0
"Marayur"	10.27641	77.16205	"PPL"	"IN"	25000	"2016-03-16"	0
"Marahra"	27.7368	78.56891	"PPL"	"IN"	18873	"2015-08-07"	0
"Mapuca"	15.59154	73.80898	"PPL"	"IN"	40122	"2016-11-25"	0
"Manwat"	19.30133	76.49735	"PPL"	"IN"	30624	"2014-10-13"	0
"Manvi"	15.99126	77.05034	"PPL"	"IN"	41647	"2015-11-08"	0
"Manthani"	18.65087	79.66501	"PPL"	"IN"	15661	"2014-10-10"	0
"Mansar"	21.39602	79.2635	"PPL"	"IN"	6901	"2015-08-07"	0
"Mansa"	29.98844	75.40167	"PPL"	"IN"	80018	"2015-02-06"	0
"Mansa"	23.42564	72.65739	"PPL"	"IN"	29551	"2014-10-13"	0
"Manpur"	22.43151	75.62107	"PPL"	"IN"	6636	"2015-09-06"	0
"Manor"	19.7244	72.90966	"PPL"	"IN"	8918	"2014-10-13"	0
"Manohar Thana"	24.24	76.80182	"PPL"	"IN"	10100	"2014-10-14"	0
"Manoharpur"	27.29769	75.9495	"PPL"	"IN"	28928	"2014-10-14"	0
"Manoharpur"	22.37456	85.19234	"PPL"	"IN"	13189	"2014-10-14"	0
"Mannargudi"	10.66626	79.45064	"PPL"	"IN"	63148	"2014-10-14"	0
"Mannarakkat"	10.99223	76.46418	"PPL"	"IN"	50921	"2017-02-04"	0
"Manmad"	20.25334	74.43755	"PPL"	"IN"	76722	"2015-09-06"	0
"Mankapur"	27.05189	82.22961	"PPL"	"IN"	9746	"2015-08-07"	0
"Mankachar"	25.53347	89.86373	"PPL"	"IN"	31091	"2012-09-06"	0
"Majalgaon"	19.15988	76.20832	"PPL"	"IN"	47845	"2015-08-07"	0
"Manjhanpur"	25.53046	81.37566	"PPL"	"IN"	16939	"2015-08-07"	0
"Manjeshvar"	12.71287	74.88857	"PPL"	"IN"	8927	"2015-10-04"	0
"Manjeri"	11.12018	76.11996	"PPL"	"IN"	89201	"2017-02-04"	0
"Manipala"	13.35	74.78333	"PPL"	"IN"	15000	"2014-10-14"	0
"Manikpur"	25.06083	81.09961	"PPL"	"IN"	14415	"2015-08-07"	0
"Manihari"	25.33891	87.61998	"PPL"	"IN"	23731	"2014-10-14"	0
"Maniar"	25.98546	84.17233	"PPL"	"IN"	20462	"2015-10-04"	0
"Mangrul Pir"	20.31379	77.34178	"PPL"	"IN"	29198	"2015-08-07"	0
"Mangrol"	25.33061	76.50973	"PPL"	"IN"	23896	"2014-10-14"	0
"Mangrol"	21.12268	70.11484	"PPL"	"IN"	58989	"2014-10-13"	0
"Manglaur"	29.79094	77.87836	"PPL"	"IN"	46395	"2016-02-12"	0
"Mangawan"	24.66754	81.54644	"PPL"	"IN"	12503	"2015-08-07"	0
"Mangalore"	12.91723	74.85603	"PPL"	"IN"	417387	"2014-10-14"	0
"Mangaldai"	26.44212	92.03047	"PPL"	"IN"	24871	"2014-10-13"	0
"Mangalam"	9.76572	78.63969	"PPL"	"IN"	11379	"2014-10-14"	0
"Mangalagiri"	16.43083	80.56815	"PPL"	"IN"	59391	"2015-09-06"	0
"Maner"	25.64602	84.87291	"PPL"	"IN"	27901	"2015-10-04"	0
"Mandya"	12.5223	76.89746	"PPL"	"IN"	134845	"2015-11-08"	0
"Mandvi"	22.83282	69.35237	"PPL"	"IN"	47853	"2014-10-13"	0
"Mandvi"	21.25526	73.30412	"PPL"	"IN"	18669	"2014-10-13"	0
"Mandu"	22.36667	75.38333	"PPL"	"IN"	300000	"2014-10-14"	0
"Mandsaur"	24.07184	75.06986	"PPL"	"IN"	124988	"2014-10-14"	0
"Mandleshwar"	22.17598	75.65995	"PPL"	"IN"	12049	"2014-10-14"	0
"Mandla"	22.59879	80.37115	"PPL"	"IN"	45184	"2015-09-06"	0
"Mandi"	31.71194	76.93273	"PPL"	"IN"	28217	"2015-09-06"	0
"Mandawar"	29.48655	78.12732	"PPL"	"IN"	21339	"2015-04-08"	0
"Mandawar"	27.86374	76.54999	"PPL"	"IN"	10979	"2014-10-14"	0
"Mandasa"	18.8683	84.46296	"PPL"	"IN"	9287	"2014-10-10"	0
"Mandapeta"	16.86254	81.92921	"PPL"	"IN"	48852	"2014-10-10"	0
"Mandapam"	9.27571	79.12362	"PPL"	"IN"	15073	"2014-10-14"	0
"Mandalgarh"	25.19407	75.07215	"PPL"	"IN"	21569	"2014-10-14"	0
"Mandal"	25.44126	74.56979	"PPL"	"IN"	23478	"2014-10-14"	0
"Mandal"	23.28865	71.91854	"PPL"	"IN"	13345	"2014-10-13"	0
"Mancheral"	18.87074	79.42863	"PPL"	"IN"	77998	"2014-10-10"	0
"Manchar"	19.00436	73.94346	"PPL"	"IN"	14740	"2014-10-13"	0
"Manawar"	22.23566	75.08917	"PPL"	"IN"	27637	"2014-10-14"	0
"Manavalakurichi"	8.14812	77.30634	"PPL"	"IN"	10720	"2014-10-14"	0
"Manavadar"	21.49813	70.13775	"PPL"	"IN"	29105	"2014-10-13"	0
"Manasa"	24.48371	75.26871	"PPL"	"IN"	24078	"2014-10-14"	0
"Manapparai"	10.60772	78.42582	"PPL"	"IN"	36926	"2014-10-14"	0
"Manamadurai"	9.67318	78.47096	"PPL"	"IN"	27493	"2014-10-14"	0
"Manalurpettai"	12.00788	79.09184	"PPL"	"IN"	7626	"2017-02-04"	0
"Manali"	32.2574	77.17481	"PPL"	"IN"	8341	"2014-10-13"	0
"Manali"	13.16667	80.26667	"PPL"	"IN"	32363	"2014-10-14"	0
"Mamit"	23.92703	92.48968	"PPL"	"IN"	6104	"2014-10-14"	0
"Seven Pagodas"	12.62091	80.19331	"PPL"	"IN"	12415	"2015-09-06"	0
"Malvan"	16.05981	73.4629	"PPL"	"IN"	18858	"2014-10-13"	0
"Malur"	13.00322	77.93798	"PPL"	"IN"	30677	"2015-10-04"	0
"Malpura"	26.2838	75.36458	"PPL"	"IN"	28600	"2014-10-14"	0
"Malpur"	23.36035	73.46595	"PPL"	"IN"	6971	"2014-10-13"	0
"Malpe"	13.34962	74.70394	"PPL"	"IN"	23496	"2015-12-05"	0
"Mallur"	11.54299	78.14017	"PPL"	"IN"	10524	"2014-10-14"	0
"Mallasamudram"	11.4892	78.03277	"PPL"	"IN"	18820	"2014-10-14"	0
"Mallapuram"	11.98123	78.24829	"PPL"	"IN"	11837	"2014-10-14"	0
"Malkera"	23.78213	86.28767	"PPL"	"IN"	12591	"2014-10-14"	0
"Malkapur"	20.88555	76.19932	"PPL"	"IN"	64812	"2015-08-07"	0
"Malkapur"	16.91999	73.9347	"PPL"	"IN"	13343	"2014-10-13"	0
"Malakanagiri"	18.36428	81.888	"PPL"	"IN"	25054	"2016-02-11"	0
"Malihabad"	26.92223	80.71078	"PPL"	"IN"	16649	"2014-10-14"	0
"Malhargarh"	24.28286	74.99024	"PPL"	"IN"	7620	"2014-10-14"	0
"Maler Kotla"	30.5309	75.87949	"PPL"	"IN"	113840	"2014-10-14"	0
"Malegaon"	20.54966	74.53462	"PPL"	"IN"	435362	"2015-09-06"	0
"Malavalli"	12.38556	77.06045	"PPL"	"IN"	38129	"2016-09-08"	0
"Malaut"	30.21121	74.4818	"PPL"	"IN"	76616	"2015-02-06"	0
"Malappuram"	11.04199	76.08154	"PPL"	"IN"	61743	"2017-02-04"	0
"Makum"	27.48652	95.43646	"PPL"	"IN"	16225	"2014-10-13"	0
"Maksi"	23.25999	76.14567	"PPL"	"IN"	20094	"2015-09-06"	0
"Makrana"	27.04361	74.72445	"PPL"	"IN"	93904	"2014-10-14"	0
"Makhu"	31.10335	74.99631	"PPL"	"IN"	12886	"2015-09-06"	0
"Makhjan"	17.2698	73.50031	"PPL"	"IN"	10000	"2014-10-13"	0
"Majitha"	31.75711	74.95891	"PPL"	"IN"	13900	"2015-09-06"	0
"Majholi"	23.50114	79.92396	"PPL"	"IN"	11553	"2015-08-07"	0
"Mairwa"	26.23218	84.16349	"PPL"	"IN"	20163	"2015-10-04"	0
"Mairang"	25.56165	91.63602	"PPL"	"IN"	12586	"2014-10-13"	0
"Mainpuri"	27.22857	79.02882	"PPL"	"IN"	94619	"2015-08-07"	0
"Maindargi"	17.45739	76.2932	"PPL"	"IN"	11444	"2015-08-07"	0
"Mainaguri"	26.56263	88.8204	"PPL"	"IN"	29459	"2014-10-14"	0
"Mailani"	28.29088	80.3438	"PPL"	"IN"	14212	"2014-10-14"	0
"Maihar"	24.26594	80.76063	"PPL"	"IN"	37913	"2015-08-07"	0
"Maibong"	25.30125	93.13811	"PPL"	"IN"	8364	"2014-10-13"	0
"Mahwah"	27.04594	76.93152	"PPL"	"IN"	22624	"2014-10-14"	0
"Mahur"	25.18305	93.11342	"PPL"	"IN"	7176	"2014-10-13"	0
"Mahudha"	22.82082	72.94032	"PPL"	"IN"	16828	"2014-10-13"	0
"Mahroni"	24.58624	78.72771	"PPL"	"IN"	8898	"2015-08-07"	0
"Maholi"	27.66368	80.47371	"PPL"	"IN"	19343	"2014-10-14"	0
"Mahoba"	25.2905	79.87533	"PPL"	"IN"	89170	"2015-08-07"	0
"Mahmudabad"	27.29191	81.11775	"PPL"	"IN"	45921	"2015-08-07"	0
"Mahishadal"	22.18616	87.98072	"PPL"	"IN"	17988	"2014-10-14"	0
"Mahgawan"	26.49471	78.61593	"PPL"	"IN"	16176	"2014-10-14"	0
"Maheshwar"	22.17592	75.58715	"PPL"	"IN"	21500	"2014-10-14"	0
"Mahendragarh"	28.26935	76.15253	"PPL"	"IN"	25728	"2016-07-05"	0
"Mahemdavad"	22.82359	72.75551	"PPL"	"IN"	32504	"2014-10-13"	0
"Mahe"	11.70172	75.53474	"PPL"	"IN"	38183	"2015-11-08"	0
"Mahbubnagar"	16.74385	77.98597	"PPL"	"IN"	136135	"2014-10-10"	0
"Mahbubabad"	17.59728	80.00207	"PPL"	"IN"	37949	"2014-10-10"	0
"Mahasamund"	21.10743	82.0948	"PPL"	"IN"	50441	"2015-09-06"	0
"Maharaganj"	27.14456	83.56214	"PPL"	"IN"	30548	"2015-09-06"	0
"Maharajganj"	26.38126	81.27436	"PPL"	"IN"	6442	"2016-03-10"	0
"Bishunpur Urf Maharajganj"	26.25914	83.11643	"PPL"	"IN"	7499	"2015-09-06"	0
"Maharajgani"	26.11017	84.50365	"PPL"	"IN"	22430	"2015-10-04"	0
"Maham"	28.96912	76.29495	"PPL"	"IN"	19383	"2015-08-07"	0
"Mahalingpur"	16.3888	75.10873	"PPL"	"IN"	32699	"2014-10-14"	0
"Mahad"	18.08333	73.41667	"PPL"	"IN"	26665	"2014-10-13"	0
"Mahaban"	27.43262	77.74338	"PPL"	"IN"	9514	"2015-08-07"	0
"Mahabaleshwar"	17.92369	73.65857	"PPL"	"IN"	13598	"2014-10-13"	0
"Maghar"	26.75586	83.12773	"PPL"	"IN"	17011	"2015-09-06"	0
"Magadi"	12.95706	77.22374	"PPL"	"IN"	27213	"2016-09-08"	0
"Madurantakam"	12.51167	79.88485	"PPL"	"IN"	29743	"2014-10-14"	0
"Madurai"	9.91735	78.11962	"PPL"	"IN"	909908	"2014-10-14"	0
"Madukkur"	10.48134	79.39681	"PPL"	"IN"	15631	"2014-10-14"	0
"Madukkarai"	10.90568	76.96344	"PPL"	"IN"	29144	"2017-04-06"	0
"Madugula"	17.91589	82.81578	"PPL"	"IN"	14741	"2015-09-06"	0
"Chennai"	13.08784	80.27847	"PPLA"	"IN"	4328063	"2014-10-14"	0
"Madikeri"	12.42602	75.7382	"PPL"	"IN"	33540	"2014-10-14"	0
"Madhyamgram"	22.68944	88.44594	"PPL"	"IN"	161126	"2014-10-14"	0
"Madhupur"	24.27419	86.63929	"PPL"	"IN"	50671	"2014-10-14"	0
"Maddagiri"	13.66035	77.21239	"PPL"	"IN"	28124	"2015-10-04"	0
"Madhubani"	26.35367	86.07169	"PPL"	"IN"	71582	"2014-10-14"	0
"Madhogarh"	26.27522	79.1859	"PPL"	"IN"	10530	"2015-11-08"	0
"Madhogarh"	24.56401	80.91126	"PPL"	"IN"	5051	"2015-08-07"	0
"Madhoganj"	27.11807	80.14058	"PPL"	"IN"	10299	"2016-02-06"	0
"Madhipura"	25.92127	86.79271	"PPL"	"IN"	50570	"2014-10-14"	0
"Madgaon"	15.27501	73.95786	"PPL"	"IN"	86818	"2014-10-14"	0
"Maddur"	12.58283	77.04294	"PPL"	"IN"	28141	"2016-09-08"	0
"Madanpur"	23.00589	88.49168	"PPL"	"IN"	12959	"2014-10-14"	0
"Madanapalle"	13.5503	78.50288	"PPL"	"IN"	108593	"2014-10-10"	0
"Machilipatnam"	16.18747	81.13888	"PPL"	"IN"	192827	"2014-10-10"	0
"Machhlishahr"	25.68564	82.41106	"PPL"	"IN"	25247	"2015-08-07"	0
"Machhiwara"	30.91557	76.20016	"PPL"	"IN"	20447	"2015-08-07"	0
"Macherla"	16.47635	79.43533	"PPL"	"IN"	51039	"2016-01-07"	0
"Machalpur"	24.12767	76.31672	"PPL"	"IN"	8556	"2015-06-07"	0
"Lunglei"	22.89247	92.74218	"PPL"	"IN"	52728	"2014-10-14"	0
"Lunavada"	23.12841	73.61043	"PPL"	"IN"	35431	"2015-11-08"	0
"Ludhiana"	30.91204	75.85379	"PPL"	"IN"	1545368	"2017-03-07"	0
"Lucknow"	26.83928	80.92313	"PPLA"	"IN"	2472011	"2015-11-11"	0
"Luckeesarai"	25.1765	86.0947	"PPL"	"IN"	89500	"2014-10-14"	0
"Losal"	27.4	74.91667	"PPL"	"IN"	27964	"2014-10-14"	0
"Lormi"	22.27434	81.70181	"PPL"	"IN"	12857	"2015-09-06"	0
"Loni"	28.75143	77.29023	"PPL"	"IN"	164810	"2015-05-06"	0
"Londa"	15.46907	74.51906	"PPL"	"IN"	6131	"2014-10-14"	0
"Lonavla"	18.75275	73.40575	"PPL"	"IN"	58562	"2014-10-13"	0
"Lonar"	19.98533	76.52046	"PPL"	"IN"	21765	"2015-08-07"	0
"Lohogaon"	18.59921	73.92701	"PPL"	"IN"	13529	"2014-10-13"	0
"Loharu"	28.42993	75.80779	"PPL"	"IN"	12410	"2015-08-07"	0
"Lohardaga"	23.43313	84.67982	"PPL"	"IN"	53032	"2014-10-14"	0
"Lohaghat"	29.40356	80.08965	"PPL"	"IN"	6758	"2014-10-14"	0
"Lodhikheda"	21.58235	78.85911	"PPL"	"IN"	9994	"2015-04-08"	0
"Lingsugur"	16.15876	76.52174	"PPL"	"IN"	29783	"2015-08-07"	0
"Limbdi"	22.56507	71.81076	"PPL"	"IN"	41740	"2014-10-13"	0
"Leteri"	24.05979	77.40858	"PPL"	"IN"	15519	"2015-08-07"	0
"Leh"	34.16504	77.58402	"PPL"	"IN"	37475	"2014-10-13"	0
"Lawar Khas"	29.11091	77.77767	"PPL"	"IN"	19556	"2014-10-14"	0
"Laungowal"	30.19393	75.68089	"PPL"	"IN"	21880	"2015-05-06"	0
"Latur"	18.39721	76.56784	"PPLA3"	"IN"	348967	"2014-10-13"	0
"Lathi"	21.7231	71.38843	"PPL"	"IN"	22745	"2014-10-13"	0
"Latehar"	23.74395	84.499	"PPL"	"IN"	20769	"2014-10-14"	0
"Lasalgaon"	20.1427	74.23946	"PPL"	"IN"	13665	"2015-09-06"	0
"Lar"	26.20394	83.96906	"PPL"	"IN"	26688	"2015-09-06"	0
"Lansdowne"	29.84183	78.68014	"PPL"	"IN"	8198	"2015-08-07"	0
"Lanja"	16.86086	73.54993	"PPL"	"IN"	13121	"2014-10-13"	0
"Lalsot"	26.55951	76.32915	"PPL"	"IN"	31480	"2014-10-14"	0
"Lalpur"	22.19073	69.96351	"PPL"	"IN"	15076	"2014-10-13"	0
"Lalitpur"	24.69007	78.41915	"PPL"	"IN"	126475	"2015-08-07"	0
"Lalgudi"	10.87419	78.81935	"PPL"	"IN"	20916	"2014-10-14"	0
"Lalgola"	24.42244	88.25238	"PPL"	"IN"	28442	"2014-10-14"	0
"Lalganj"	25.93182	81.70478	"PPL"	"IN"	23728	"2014-10-14"	0
"Lalganj"	25.86894	85.17394	"PPL"	"IN"	31879	"2016-01-07"	0
"Lalam"	9.71667	76.7	"PPL"	"IN"	8571	"2014-10-13"	0
"Lala"	24.55418	92.61592	"PPL"	"IN"	10942	"2014-10-13"	0
"Lakshmeshwar"	15.12689	75.46935	"PPL"	"IN"	35140	"2014-10-14"	0
"Lakshettipet"	18.86667	79.21667	"PPL"	"IN"	11162	"2014-10-10"	0
"Laksar"	29.7587	78.04148	"PPL"	"IN"	19270	"2015-04-08"	0
"Lakhyabad"	23.66667	86.66667	"PPL"	"IN"	33162	"2014-10-14"	0
"Lakhtar"	22.85683	71.78844	"PPL"	"IN"	14534	"2014-10-13"	0
"Lakhnadon"	22.60049	79.60094	"PPL"	"IN"	15589	"2015-08-07"	0
"Lakhna"	26.64822	79.1477	"PPL"	"IN"	11389	"2015-11-08"	0
"Lakhipur"	26.03001	90.30611	"PPL"	"IN"	14045	"2014-10-13"	0
"Lakhipur"	24.79281	93.0091	"PPL"	"IN"	12871	"2014-10-13"	0
"Lakhimpur"	27.94822	80.77935	"PPL"	"IN"	140223	"2015-09-06"	0
"Lakheri"	25.67237	76.17692	"PPL"	"IN"	28463	"2014-10-14"	0
"Laharpur"	27.70827	80.90256	"PPL"	"IN"	55911	"2015-09-06"	0
"Lahar"	26.19401	78.94137	"PPL"	"IN"	32886	"2014-10-14"	0
"Ladwa"	29.9935	77.04563	"PPL"	"IN"	23565	"2015-04-08"	0
"Ladnun"	27.65312	74.39993	"PPL"	"IN"	60490	"2014-10-14"	0
"Lachhmangarh Sikar"	27.82294	75.02754	"PPL"	"IN"	48142	"2014-10-14"	0
"Kyelang"	32.5717	77.02448	"PPL"	"IN"	14182	"2014-10-13"	0
"Kuzhithurai"	8.31792	77.19192	"PPL"	"IN"	20611	"2014-10-14"	0
"Koothanallur"	10.7199	79.5157	"PPL"	"IN"	23257	"2014-10-14"	0
"Kuttampuzha"	10.15033	76.73544	"PPL"	"IN"	25436	"2017-04-06"	0
"Kutiyana"	21.6241	69.98494	"PPL"	"IN"	16877	"2014-10-13"	0
"Kutiatodu"	9.8	76.33333	"PPL"	"IN"	22880	"2014-10-13"	0
"Kushtagi"	15.75623	76.19112	"PPL"	"IN"	24180	"2014-10-14"	0
"Kushalnagar"	12.45795	75.95904	"PPL"	"IN"	14961	"2014-10-14"	0
"Kushalgarh"	23.19899	74.45074	"PPL"	"IN"	10349	"2014-10-14"	0
"Kurud"	20.83073	81.72212	"PPL"	"IN"	11290	"2015-09-06"	0
"Kurinjippadi"	11.55028	79.59066	"PPL"	"IN"	23017	"2014-10-14"	0
"Kurgunta"	17.19321	77.35772	"PPL"	"IN"	8682	"2014-10-14"	0
"Kurduvadi"	18.09339	75.41567	"PPL"	"IN"	23131	"2014-10-13"	0
"Kurara"	25.98046	79.98984	"PPL"	"IN"	12730	"2015-08-07"	0
"Kurandvad"	16.68317	74.58892	"PPL"	"IN"	21388	"2014-10-13"	0
"Kuppam"	12.74931	78.34189	"PPL"	"IN"	19854	"2016-11-22"	0
"Kunnattur"	12.34782	78.51046	"PPL"	"IN"	7326	"2016-11-22"	0
"Kunnamkulam"	10.64667	76.06695	"PPL"	"IN"	63903	"2017-02-04"	0
"Kunnamangalam"	11.30459	75.87772	"PPL"	"IN"	38372	"2014-10-13"	0
"Kunigal"	13.02319	77.02518	"PPL"	"IN"	33273	"2014-10-14"	0
"Kundla"	21.34222	71.30633	"PPL"	"IN"	76809	"2014-10-13"	0
"Kundgol"	15.25612	75.24735	"PPL"	"IN"	17617	"2014-10-14"	0
"Kundarkhi"	28.68304	78.78559	"PPL"	"IN"	27197	"2015-08-07"	0
"Kunda"	25.71702	81.51396	"PPL"	"IN"	24948	"2015-09-06"	0
"Kumta"	14.42853	74.4189	"PPL"	"IN"	27999	"2014-10-14"	0
"Kumsi"	14.05455	75.39992	"PPL"	"IN"	6468	"2014-10-14"	0
"Kumher"	27.31657	77.37079	"PPL"	"IN"	21903	"2014-10-14"	0
"Kumhari"	21.26667	81.51667	"PPL"	"IN"	38334	"2014-10-14"	0
"Kumbhraj"	24.37338	77.04841	"PPL"	"IN"	16391	"2015-08-07"	0
"Kumbakonam"	10.96209	79.39124	"PPL"	"IN"	139264	"2014-10-14"	0
"Kumaralingam"	10.48936	77.3499	"PPL"	"IN"	12093	"2017-06-06"	0
"Kulu"	31.95835	77.10823	"PPL"	"IN"	19831	"2016-07-05"	0
