"name"	"lat"	"lon"	"code"	"country"	"pop"	"date"	"capital"
"Sant Julia de Loria"	42.46372	1.49129	"PPLA"	"AD"	8022	"2013-11-23"	0
"Ordino"	42.55623	1.53319	"PPLA"	"AD"	3066	"2009-12-11"	0
"les Escaldes"	42.50729	1.53414	"PPLA"	"AD"	15853	"2008-10-15"	0
"la Massana"	42.54499	1.51483	"PPLA"	"AD"	7211	"2008-10-15"	0
"Encamp"	42.53474	1.58014	"PPLA"	"AD"	11223	"2012-04-13"	0
"Canillo"	42.5676	1.59756	"PPLA"	"AD"	3292	"2012-12-24"	0
"Andorra la Vella"	42.50779	1.52109	"PPLC"	"AD"	20430	"2010-05-30"	1
"Umm al Qaywayn"	25.56473	55.55517	"PPLA"	"AE"	44411	"2014-10-07"	0
"Ras al-Khaimah"	25.78953	55.9432	"PPLA"	"AE"	115949	"2015-12-05"	0
"Muzayri`"	23.14355	53.7881	"PPL"	"AE"	10000	"2013-10-24"	0
"Khawr Fakkan"	25.33132	56.34199	"PPL"	"AE"	33575	"2013-10-25"	0
"Dubai"	25.0657	55.17128	"PPLA"	"AE"	1137347	"2014-12-02"	0
"Dibba Al-Fujairah"	25.59246	56.26176	"PPL"	"AE"	30000	"2014-08-12"	0
"Dibba Al-Hisn"	25.61955	56.27291	"PPL"	"AE"	26395	"2014-04-21"	0
"Sharjah"	25.33737	55.41206	"PPLA"	"AE"	543733	"2013-03-05"	0
"Ar Ruways"	24.11028	52.73056	"PPL"	"AE"	16000	"2012-11-03"	0
"Al Fujayrah"	25.11641	56.34141	"PPLA"	"AE"	62415	"2016-12-18"	0
"Al Ain"	24.19167	55.76056	"PPL"	"AE"	408733	"2013-03-17"	0
"Ajman"	25.41111	55.43504	"PPLA"	"AE"	226172	"2013-03-24"	0
"Adh Dhayd"	25.28812	55.88157	"PPL"	"AE"	24716	"2012-01-18"	0
"Abu Dhabi"	24.46667	54.36667	"PPLC"	"AE"	603492	"2016-06-03"	1
"Kuhsan"	34.65389	61.19778	"PPLA2"	"AF"	12087	"2012-05-05"	0
"Tukzar"	35.94831	66.42132	"PPLA2"	"AF"	12021	"2012-02-28"	0
"Zindah Jan"	34.34264	61.74675	"PPLA2"	"AF"	10104	"2012-02-28"	0
"Zarghun Shahr"	32.84734	68.44573	"PPL"	"AF"	13737	"2012-01-16"	0
"Zarah Sharan"	33.14641	68.79213	"PPL"	"AF"	7366	"2014-02-06"	0
"Zaranj"	30.95962	61.86037	"PPLA"	"AF"	49851	"2013-10-06"	0
"Yangi Qal`ah"	37.46572	69.61131	"PPL"	"AF"	6541	"2012-01-16"	0
"Tir Pul"	34.59431	61.26895	"PPL"	"AF"	6979	"2012-01-16"	0
"Tarinkot"	32.62998	65.87806	"PPLA"	"AF"	10000	"2013-08-02"	0
"Taloqan"	36.73605	69.53451	"PPLA"	"AF"	64256	"2013-05-11"	0
"Tagaw-Bay"	35.69941	66.06164	"PPL"	"AF"	9096	"2012-01-16"	0
"Tagab"	34.85501	69.64917	"PPL"	"AF"	6400	"2012-01-16"	0
"Shindand"	33.30294	62.1474	"PPLA2"	"AF"	29264	"2017-02-16"	0
"Shibirghan"	36.66757	65.7529	"PPLA"	"AF"	55641	"2013-06-04"	0
"Shahrak"	34.10737	64.3052	"PPLA2"	"AF"	15967	"2012-02-28"	0
"Sidqabad"	35.02298	69.35112	"PPLA"	"AF"	7407	"2013-08-02"	0
"Sar-e Pul"	36.21544	65.93249	"PPLA"	"AF"	52121	"2012-01-16"	0
"Sangin"	32.07275	64.8359	"PPLA2"	"AF"	13579	"2012-02-28"	0
"Sang-e Charak"	35.84972	66.43694	"PPL"	"AF"	15377	"2016-03-09"	0
"Aibak"	36.26468	68.01551	"PPLA"	"AF"	47823	"2012-01-16"	0
"Rudbar"	30.15	62.6	"PPL"	"AF"	11034	"2006-01-17"	0
"Rustaq"	37.12604	69.83045	"PPLA2"	"AF"	25636	"2012-02-28"	0
"Qarqin"	37.41853	66.04358	"PPLA2"	"AF"	15018	"2012-02-28"	0
"Qarchi Gak"	37.03999	66.78891	"PPL"	"AF"	8942	"2012-01-16"	0
"Qarawul"	37.21959	68.7802	"PPL"	"AF"	24544	"2013-09-05"	0
"Qarah Bagh"	34.94023	61.77589	"PPLA2"	"AF"	12412	"2012-02-28"	0
"Qala i Naw"	34.98735	63.12891	"PPLA"	"AF"	9000	"2013-10-26"	0
"Qal`ah-ye Shahr"	35.54729	65.5676	"PPL"	"AF"	7756	"2012-01-16"	0
"Qalat"	32.10575	66.90833	"PPLA"	"AF"	12191	"2012-01-16"	0
"Parun"	35.42064	70.92261	"PPLA"	"AF"	1000	"2014-01-08"	0
"Pul-e Khumri"	35.94458	68.71512	"PPLA"	"AF"	56369	"2012-01-16"	0
"Pul-e `Alam"	33.99529	69.02274	"PPLA"	"AF"	13247	"2012-01-16"	0
"Panjab"	34.38795	67.02327	"PPLA2"	"AF"	13471	"2012-02-28"	0
"Paghman"	34.58787	68.95091	"PPL"	"AF"	49157	"2012-08-04"	0
"Uruzgan"	32.92775	66.63253	"PPL"	"AF"	13388	"2017-02-15"	0
"Nili"	33.72178	66.13023	"PPLA"	"AF"	0	"2014-01-15"	0
"Nahrin"	36.0649	69.13343	"PPLA2"	"AF"	22363	"2012-02-28"	0
"Mir Bachah Kot"	34.74999	69.11899	"PPLA2"	"AF"	5405	"2012-02-28"	0
"Mirabad"	30.43624	61.8383	"PPL"	"AF"	14160	"2012-01-16"	0
"Maymana"	35.92139	64.78361	"PPLA"	"AF"	75900	"2013-09-21"	0
"Mehtar Lam"	34.67139	70.20944	"PPLA"	"AF"	17345	"2012-01-16"	0
"Mazar-e Sharif"	36.70904	67.11087	"PPLA"	"AF"	303282	"2017-02-16"	0
"Lashkar Gah"	31.59382	64.37161	"PPLA"	"AF"	43934	"2013-10-31"	0
"Larkird"	35.48936	66.66409	"PPL"	"AF"	11635	"2012-01-16"	0
"Kushk"	33.29565	61.95221	"PPL"	"AF"	16952	"2012-01-16"	0
"Kunduz"	36.72895	68.857	"PPLA"	"AF"	161902	"2014-02-28"	0
"Khost"	33.33951	69.92041	"PPLA"	"AF"	96123	"2017-02-17"	0
"Khulm"	36.69736	67.69826	"PPLA2"	"AF"	64933	"2012-02-28"	0
"Khash"	31.52919	62.79055	"PPL"	"AF"	15133	"2012-01-16"	0
"Khandud"	36.95127	72.318	"PPLA2"	"AF"	5521	"2012-02-28"	0
"Khanabad"	36.6825	69.11556	"PPL"	"AF"	71531	"2009-03-03"	0
"Karukh"	34.48108	62.5863	"PPLA2"	"AF"	17484	"2012-02-28"	0
"Kandahar"	31.61332	65.71013	"PPLA"	"AF"	391190	"2014-02-28"	0
"Kabul"	34.52813	69.17233	"PPLC"	"AF"	3043532	"2014-02-28"	1
"Jurm"	36.86477	70.83421	"PPLA2"	"AF"	12106	"2012-05-05"	0
"Jalalabad"	34.42647	70.45153	"PPLA"	"AF"	200331	"2017-02-15"	0
"Jabal os Saraj"	35.11833	69.23778	"PPL"	"AF"	15032	"2010-03-29"	0
"Herat"	34.34817	62.19967	"PPLA"	"AF"	272806	"2013-05-18"	0
"Ghormach"	35.73062	63.78264	"PPLA2"	"AF"	30000	"2011-12-21"	0
"Ghazni"	33.55391	68.42096	"PPLA"	"AF"	141000	"2013-05-09"	0
"Gereshk"	31.82089	64.57005	"PPLA2"	"AF"	43588	"2012-02-28"	0
"Gardez"	33.59744	69.22592	"PPLA"	"AF"	103601	"2016-11-04"	0
"Fayzabad"	37.11664	70.58002	"PPLA"	"AF"	44421	"2013-09-21"	0
"Farkhar"	36.57288	69.85783	"PPLA2"	"AF"	10480	"2012-02-28"	0
"Farah"	32.37451	62.11638	"PPLA"	"AF"	43561	"2013-09-21"	0
"Kafir Qala"	34.66667	61.06667	"PPL"	"AF"	18086	"2012-01-16"	0
"Imam Sahib"	37.18897	68.93644	"PPLA2"	"AF"	9659	"2012-02-28"	0
"Dasht-e Archi"	37.13333	69.16667	"PPL"	"AF"	8263	"2006-01-27"	0
"Darzab"	35.97744	65.37828	"PPLA2"	"AF"	9642	"2012-05-05"	0
"Markaz-e Hukumat-e Darweshan"	31.13231	64.1934	"PPL"	"AF"	9012	"2012-01-16"	0
"Chiras"	35.41674	65.98234	"PPL"	"AF"	12779	"2012-01-16"	0
"Charikar"	35.01361	69.17139	"PPLA"	"AF"	53676	"2010-01-29"	0
"Chahar Burj"	34.24475	62.19165	"PPL"	"AF"	11935	"2012-01-16"	0
"Fayroz Koh"	34.51952	65.25093	"PPLA"	"AF"	15000	"2017-02-17"	0
"Basawul"	34.24749	70.87218	"PPLA2"	"AF"	6835	"2012-02-28"	0
"Baraki Barak"	33.96744	68.9492	"PPLA2"	"AF"	22305	"2017-01-14"	0
"Bamyan"	34.82156	67.82734	"PPLA"	"AF"	61863	"2017-02-15"	0
"Balkh"	36.75635	66.8972	"PPLA2"	"AF"	114883	"2014-11-21"	0
"Baghlan"	36.13068	68.70829	"PPLA2"	"AF"	108449	"2012-02-28"	0
"Hukumati Azrah"	34.17355	69.64573	"PPLA2"	"AF"	12526	"2012-05-05"	0
"Art Khwajah"	37.08571	69.47958	"PPL"	"AF"	18623	"2012-01-16"	0
"Asmar"	35.03333	71.35809	"PPLA2"	"AF"	15708	"2012-02-28"	0
"Ashkasham"	36.68333	71.53333	"PPL"	"AF"	12120	"2006-01-27"	0
"Asadabad"	34.87311	71.14697	"PPLA"	"AF"	48400	"2012-02-24"	0
"Andkhoy"	36.95293	65.12376	"PPLA2"	"AF"	29208	"2012-02-28"	0
"Anar Darah"	32.7587	61.65397	"PPLA2"	"AF"	10023	"2012-02-28"	0
"`Alaqahdari Dishu"	30.43206	63.29802	"PPLA2"	"AF"	9196	"2012-05-05"	0
"Bazarak"	35.31292	69.51519	"PPLA"	"AF"	65000	"2013-08-02"	0
"Maydanshakhr"	34.39561	68.86618	"PPLA"	"AF"	1600	"2012-10-07"	0
"Markaz-e Woluswali-ye Achin"	34.12583	70.70778	"PPL"	"AF"	15098	"2010-08-10"	0
"Sharan"	33.17568	68.73045	"PPLA"	"AF"	2200	"2017-02-17"	0
"Saint John's"	17.12096	-61.84329	"PPLC"	"AG"	24226	"2017-05-24"	1
"Piggotts"	17.11667	-61.8	"PPLA"	"AG"	1878	"2013-08-02"	0
"Parham"	17.09682	-61.77046	"PPLA"	"AG"	969	"2016-06-26"	0
"Falmouth"	17.02741	-61.78136	"PPLA"	"AG"	619	"2013-08-02"	0
"Codrington"	17.63333	-61.83333	"PPLA"	"AG"	1325	"2014-08-18"	0
"Bolands"	17.06565	-61.87466	"PPLA"	"AG"	1657	"2016-06-26"	0
"West End Village"	18.17191	-63.14941	"PPLA"	"AI"	0	"2016-07-31"	0
"The Valley"	18.21704	-63.05783	"PPLC"	"AI"	2035	"2016-07-31"	1
"The Quarter"	18.20799	-63.04178	"PPLA"	"AI"	0	"2016-07-31"	0
"Farrington"	18.215	-63.02238	"PPLA"	"AI"	0	"2016-07-31"	0
"Stoney Ground"	18.22026	-63.04607	"PPLA"	"AI"	0	"2016-07-31"	0
"South Hill Village"	18.19201	-63.08779	"PPLA"	"AI"	0	"2016-07-31"	0
"Sandy Ground Village"	18.20118	-63.08998	"PPLA"	"AI"	274	"2016-07-31"	0
"North Side"	18.22919	-63.04401	"PPLA"	"AI"	0	"2016-07-31"	0
"North Hill Village"	18.20542	-63.07847	"PPLA"	"AI"	0	"2016-07-31"	0
"Island Harbour"	18.25601	-63.0102	"PPLA"	"AI"	0	"2016-07-31"	0
"George Hill"	18.19939	-63.0665	"PPLA"	"AI"	0	"2016-07-31"	0
"East End Village"	18.23333	-63	"PPLA"	"AI"	0	"2016-07-31"	0
"Blowing Point Village"	18.17648	-63.09375	"PPLA"	"AI"	942	"2016-08-07"	0
"Sandy Hill"	18.22104	-63.01329	"PPLA"	"AI"	0	"2016-07-31"	0
"Sarande"	39.87556	20.00528	"PPLA2"	"AL"	15147	"2012-06-14"	0
"Tepelene"	40.29583	20.01917	"PPLA2"	"AL"	11955	"2012-06-07"	0
"Polican"	40.61222	20.09806	"PPLA3"	"AL"	10663	"2012-06-02"	0
"Peshkopi"	41.685	20.42889	"PPLA"	"AL"	14848	"2012-01-19"	0
"Permet"	40.23361	20.35167	"PPLA2"	"AL"	10686	"2012-06-06"	0
"Kukes"	42.07694	20.42194	"PPLA"	"AL"	17832	"2012-01-19"	0
"Korce"	40.61861	20.78083	"PPLA"	"AL"	58259	"2012-11-26"	0
"Gramsh"	40.86972	20.18444	"PPLA2"	"AL"	11556	"2012-05-31"	0
"Gjirokaster"	40.07583	20.13889	"PPLA"	"AL"	23437	"2012-01-19"	0
"Erseke"	40.33778	20.67889	"PPLA2"	"AL"	7890	"2012-06-10"	0
"Elbasan"	41.1125	20.08222	"PPLA"	"AL"	100903	"2012-01-19"	0
"Corovode"	40.50417	20.22722	"PPLA2"	"AL"	14046	"2012-06-02"	0
"Burrel"	41.61028	20.00889	"PPLA2"	"AL"	15405	"2012-06-02"	0
"Bulqize"	41.49167	20.22194	"PPLA2"	"AL"	11212	"2013-03-15"	0
"Bilisht"	40.6275	20.99	"PPLA3"	"AL"	7114	"2014-08-25"	0
"Librazhd-Qender"	41.19694	20.33556	"PPLA3"	"AL"	12691	"2012-06-01"	0
"Vlore"	40.46667	19.48972	"PPLA"	"AL"	89546	"2012-01-19"	0
"Tirana"	41.3275	19.81889	"PPLC"	"AL"	374801	"2014-09-17"	1
"Shkoder"	42.06828	19.51258	"PPLA"	"AL"	88245	"2013-01-03"	0
"Shijak"	41.34556	19.56722	"PPLA3"	"AL"	14138	"2012-06-01"	0
"Selenice"	40.53056	19.63583	"PPLA3"	"AL"	6912	"2014-08-25"	0
"Rrogozhine"	41.07639	19.66528	"PPLA3"	"AL"	5620	"2012-06-13"	0
"Rreshen"	41.7675	19.87556	"PPLA2"	"AL"	10064	"2012-06-12"	0
"Roskovec"	40.7375	19.70222	"PPLA3"	"AL"	6657	"2012-06-02"	0
"Puke"	42.04444	19.89972	"PPLA2"	"AL"	6495	"2012-06-12"	0
"Peqin"	41.04611	19.75111	"PPLA2"	"AL"	7513	"2012-06-01"	0
"Patos Fshat"	40.64278	19.65083	"PPL"	"AL"	22679	"2012-01-19"	0
"Mamurras"	41.5775	19.69222	"PPLA3"	"AL"	8282	"2012-06-11"	0
"Lushnje"	40.94194	19.705	"PPLA2"	"AL"	41469	"2012-06-05"	0
"Lezhe"	41.78361	19.64361	"PPLA"	"AL"	18695	"2012-01-19"	0
"Lac"	41.63556	19.71306	"PPLA2"	"AL"	24825	"2012-06-11"	0
"Kucove"	40.80028	19.91667	"PPLA2"	"AL"	18166	"2012-06-02"	0
"Kruje"	41.50917	19.79278	"PPLA2"	"AL"	21286	"2012-06-01"	0
"Kavaje"	41.18556	19.55694	"PPLA2"	"AL"	29354	"2012-06-13"	0
"Kamez"	41.38167	19.76028	"PPLA3"	"AL"	11026	"2012-06-13"	0
"Fushe-Kruje"	41.47833	19.71778	"PPLA3"	"AL"	10458	"2012-06-01"	0
"Fier-Cifci"	40.71667	19.56667	"PPLX"	"AL"	60995	"2007-05-30"	0
"Fier"	40.72389	19.55611	"PPLA"	"AL"	56297	"2012-01-19"	0
"Durres"	41.32306	19.44139	"PPLA"	"AL"	122034	"2012-01-19"	0
"Cerrik"	41.03167	19.97583	"PPLA3"	"AL"	14269	"2012-05-31"	0
"Berat"	40.70583	19.95222	"PPLA"	"AL"	46866	"2012-06-03"	0
"Ballsh"	40.59889	19.73472	"PPLA2"	"AL"	10361	"2012-06-05"	0
"Yeghegnadzor"	39.76389	45.33239	"PPLA"	"AM"	8200	"2016-10-07"	0
"Vedi"	39.91388	44.7251	"PPL"	"AM"	12192	"2016-02-06"	0
"Vayk'"	39.6889	45.46668	"PPL"	"AM"	5419	"2015-09-06"	0
"Kapan"	39.20755	46.40576	"PPLA"	"AM"	33160	"2016-10-07"	0
"Goris"	39.51111	46.34168	"PPL"	"AM"	20379	"2016-10-07"	0
"Hats'avan"	39.46405	45.97047	"PPL"	"AM"	15208	"2016-08-03"	0
"Artashat"	39.96144	44.54447	"PPLA"	"AM"	20562	"2016-10-07"	0
"Ararat"	39.83069	44.70569	"PPL"	"AM"	28832	"2016-02-06"	0
"Yerevan"	40.18111	44.51361	"PPLC"	"AM"	1093485	"2016-03-10"	1
"Ejmiatsin"	40.16557	44.29462	"PPL"	"AM"	49513	"2014-03-15"	0
"Yeghvard"	40.32507	44.48608	"PPL"	"AM"	10705	"2016-08-03"	0
"Vardenis"	40.18329	45.73053	"PPL"	"AM"	11382	"2016-11-22"	0
"Vardenik"	40.13348	45.44311	"PPL"	"AM"	7709	"2015-09-06"	0
"Tashir"	41.12072	44.28462	"PPL"	"AM"	7318	"2016-11-22"	0
"Step'anavan"	41.00995	44.38531	"PPL"	"AM"	23782	"2016-11-22"	0
"Spitak"	40.83221	44.26731	"PPL"	"AM"	15059	"2016-12-03"	0
"Sevan"	40.5473	44.94171	"PPL"	"AM"	17083	"2016-09-08"	0
"Sarukhan"	40.29169	45.13068	"PPL"	"AM"	6173	"2016-04-10"	0
"Sardarapat"	40.13206	44.00969	"PPL"	"AM"	5348	"2016-08-03"	0
"Noyemberyan"	41.17244	44.99917	"PPL"	"AM"	5119	"2016-12-03"	0
"Noratus"	40.37793	45.18048	"PPL"	"AM"	5426	"2016-04-10"	0
"Nerk'in Getashen"	40.14172	45.27087	"PPL"	"AM"	7010	"2015-09-06"	0
"Metsamor"	40.07233	44.29169	"PPL"	"AM"	8789	"2016-04-10"	0
"Masis"	40.06542	44.41618	"PPL"	"AM"	18911	"2016-04-10"	0
"Martuni"	40.13892	45.30548	"PPL"	"AM"	11037	"2015-09-06"	0
"Vanadzor"	40.80456	44.4939	"PPLA"	"AM"	101098	"2016-10-07"	0
"Karanlukh"	40.10444	45.28972	"PPL"	"AM"	5104	"2012-01-17"	0
"Gavarr"	40.35398	45.12386	"PPLA"	"AM"	21680	"2016-10-07"	0
"Ijevan"	40.87877	45.14851	"PPLA"	"AM"	14737	"2016-10-07"	0
"Hrazdan"	40.49748	44.7662	"PPLA"	"AM"	40795	"2011-03-28"	0
"Armavir"	40.15446	44.03815	"PPLA"	"AM"	25963	"2016-10-07"	0
"Gyumri"	40.7942	43.84528	"PPLA"	"AM"	148381	"2016-10-07"	0
"Garrni"	40.11931	44.73442	"PPL"	"AM"	6827	"2016-11-22"	0
"Dilijan"	40.7417	44.8501	"PPL"	"AM"	13478	"2016-09-08"	0
"Chambarak"	40.59655	45.35498	"PPL"	"AM"	6153	"2014-06-26"	0
"Byureghavan"	40.31417	44.59333	"PPL"	"AM"	6972	"2016-04-10"	0
"Berd"	40.88135	45.38901	"PPL"	"AM"	8374	"2016-11-22"	0
"Ashtarak"	40.2991	44.36204	"PPLA"	"AM"	18779	"2016-10-07"	0
"Aparan"	40.59323	44.3589	"PPL"	"AM"	5670	"2016-11-22"	0
"Alaverdi"	41.09766	44.67316	"PPL"	"AM"	13184	"2011-01-29"	0
"Akhuryan"	40.78003	43.90027	"PPL"	"AM"	7672	"2016-11-22"	0
"Abovyan"	40.27368	44.63348	"PPL"	"AM"	35673	"2016-04-10"	0
"Saurimo"	-9.66078	20.39155	"PPLA"	"AO"	40498	"2012-01-17"	0
"Lucapa"	-8.41915	20.74466	"PPLA"	"AO"	20115	"2012-01-17"	0
"Luau"	-10.70727	22.22466	"PPL"	"AO"	18465	"2012-01-17"	0
"Leua"	-11.65	20.45	"PPL"	"AO"	5168	"2013-06-04"	0
"Uige"	-7.60874	15.06131	"PPLA"	"AO"	60008	"2017-05-07"	0
"Soio"	-6.1349	12.36894	"PPL"	"AO"	67491	"2017-05-07"	0
"Nzeto"	-7.23116	12.8666	"PPL"	"AO"	18352	"2017-01-19"	0
"N'dalatando"	-9.29782	14.91162	"PPLA"	"AO"	383100	"2017-05-07"	0
"Mbanza Congo"	-6.26703	14.2401	"PPLA"	"AO"	24220	"2012-01-17"	0
"Malanje"	-9.54015	16.34096	"PPLA"	"AO"	87046	"2014-06-23"	0
"Luanda"	-8.83682	13.23432	"PPLC"	"AO"	2776168	"2014-10-08"	1
"Caxito"	-8.57848	13.66425	"PPLA"	"AO"	28224	"2011-10-28"	0
"Camabatela"	-8.18812	15.37495	"PPL"	"AO"	12837	"2012-01-17"	0
"Cabinda"	-5.55	12.2	"PPLA"	"AO"	66020	"2012-01-17"	0
"Uacu Cungo"	-11.35669	15.11719	"PPL"	"AO"	10970	"2015-04-24"	0
"Sumbe"	-11.20605	13.84371	"PPLA"	"AO"	33277	"2012-01-17"	0
"Quibala"	-10.73366	14.97995	"PPL"	"AO"	8915	"2012-01-17"	0
"Ondjiva"	-17.06667	15.73333	"PPLA"	"AO"	10169	"2012-01-17"	0
"Namibe"	-15.19611	12.15222	"PPLA"	"AO"	80149	"2014-03-05"	0
"Menongue"	-14.6585	17.69099	"PPLA"	"AO"	32203	"2014-06-23"	0
"Luena"	-11.78333	19.91667	"PPLA"	"AO"	21115	"2012-01-17"	0
"Lubango"	-14.91717	13.4925	"PPLA"	"AO"	102541	"2014-06-23"	0
"Longonjo"	-12.90667	15.25333	"PPL"	"AO"	24346	"2012-01-17"	0
"Lobito"	-12.3644	13.53601	"PPL"	"AO"	207932	"2013-06-09"	0
"Cuito"	-12.38333	16.93333	"PPLA"	"AO"	113624	"2013-06-04"	0
"Huambo"	-12.77611	15.73917	"PPLA"	"AO"	226145	"2013-06-04"	0
"Chissamba"	-12.16667	17.33333	"PPL"	"AO"	7677	"2014-04-06"	0
"Catumbela"	-12.43002	13.54677	"PPL"	"AO"	16977	"2013-11-08"	0
"Catabola"	-12.15	17.28333	"PPL"	"AO"	18855	"2013-06-04"	0
"Camacupa"	-12.01667	17.48333	"PPL"	"AO"	19150	"2012-01-17"	0
"Caluquembe"	-13.78333	14.68333	"PPL"	"AO"	30300	"2012-01-17"	0
"Caconda"	-13.73333	15.06667	"PPL"	"AO"	10549	"2012-01-17"	0
"Caala"	-12.8525	15.56056	"PPL"	"AO"	21205	"2012-01-17"	0
"Benguela"	-12.57626	13.40547	"PPLA"	"AO"	151226	"2011-10-28"	0
"Chela"	-12.30261	15.43358	"PPL"	"AO"	5811	"2014-08-15"	0
"Zarate"	-34.09814	-59.02858	"PPLA2"	"AR"	88781	"2015-04-22"	0
"Villa Ortuzar"	-34.57973	-58.46829	"PPLX"	"AR"	22500	"2017-05-08"	0
"Villa Ocampo"	-28.48752	-59.35515	"PPL"	"AR"	19101	"2016-01-30"	0
"Villa Maria Grande"	-31.66565	-59.90182	"PPL"	"AR"	7101	"2016-01-30"	0
"Villa Lugano"	-34.67907	-58.47263	"PPLX"	"AR"	114000	"2017-05-08"	0
"Villa Hernandarias"	-31.23101	-59.985	"PPL"	"AR"	5375	"2016-01-30"	0
"Villaguay"	-31.8653	-59.02689	"PPLA2"	"AR"	32027	"2015-04-22"	0
"Villa Gesell"	-37.26394	-56.97304	"PPL"	"AR"	23257	"2016-01-30"	0
"Villa Elisa"	-32.1632	-58.40082	"PPL"	"AR"	9334	"2016-01-30"	0
"Veinticinco de Mayo"	-27.37679	-54.74312	"PPL"	"AR"	11928	"2015-04-22"	0
"Urdinarrain"	-32.68573	-58.89323	"PPL"	"AR"	7992	"2016-01-30"	0
"Tigre"	-34.42603	-58.57962	"PPL"	"AR"	31106	"2015-04-22"	0
"Tandil"	-37.32167	-59.13316	"PPLA2"	"AR"	104325	"2015-04-22"	0
"San Vicente"	-26.61667	-54.13333	"PPL"	"AR"	38247	"2016-01-30"	0
"Santo Tome"	-28.54939	-56.04077	"PPLA2"	"AR"	22634	"2016-01-30"	0
"Santo Pipo"	-27.14132	-55.40867	"PPL"	"AR"	5447	"2016-01-30"	0
"Santa Rosa"	-28.26318	-58.11891	"PPL"	"AR"	8330	"2016-01-30"	0
"Santa Lucia"	-28.98746	-59.10287	"PPLA2"	"AR"	14056	"2016-01-30"	0
"Santa Elena"	-30.94768	-59.78696	"PPL"	"AR"	18410	"2016-01-30"	0
"San Salvador"	-31.62487	-58.50524	"PPLA2"	"AR"	11626	"2016-01-30"	0
"San Pedro"	-26.62207	-54.10842	"PPLA2"	"AR"	23736	"2015-04-22"	0
"San Miguel"	-27.99585	-57.58964	"PPLA2"	"AR"	7396	"2015-04-22"	0
"San Luis del Palmar"	-27.5079	-58.55454	"PPLA2"	"AR"	15347	"2016-01-30"	0
"San Lorenzo"	-28.13306	-58.76733	"PPL"	"AR"	47626	"2016-01-30"	0
"San Jose de Feliciano"	-30.38452	-58.75167	"PPLA2"	"AR"	11137	"2016-01-30"	0
"San Jose"	-27.76979	-55.7826	"PPL"	"AR"	6452	"2015-04-22"	0
"San Javier"	-30.57781	-59.9317	"PPLA2"	"AR"	15606	"2015-04-22"	0
"San Isidro"	-34.4721	-58.52708	"PPLA2"	"AR"	45190	"2016-05-07"	0
"San Clemente del Tuyu"	-36.35694	-56.72351	"PPL"	"AR"	11174	"2016-01-30"	0
"Saladas"	-28.25384	-58.62591	"PPLA2"	"AR"	18349	"2016-03-10"	0
"Rosario del Tala"	-32.30286	-59.14545	"PPLA2"	"AR"	13807	"2016-01-30"	0
"Retiro"	-34.58333	-58.38333	"PPLX"	"AR"	38635	"2017-05-08"	0
"Resistencia"	-27.46056	-58.98389	"PPLA"	"AR"	387158	"2016-01-30"	0
"Reconquista"	-29.15	-59.65	"PPLA2"	"AR"	90184	"2015-04-22"	0
"Quilmes"	-34.72904	-58.26374	"PPLA2"	"AR"	518788	"2016-05-07"	0
"Puerto Vilelas"	-27.51414	-58.93906	"PPL"	"AR"	8455	"2016-01-30"	0
"Puerto Tirol"	-27.37218	-59.08206	"PPLA2"	"AR"	9767	"2016-01-30"	0
"Puerto Rico"	-26.79598	-55.02402	"PPLA2"	"AR"	17491	"2016-01-30"	0
"Puerto Piray"	-26.46779	-54.71476	"PPL"	"AR"	8557	"2016-01-30"	0
"Puerto Libertad"	-25.91641	-54.62089	"PPL"	"AR"	6143	"2016-01-30"	0
"Puerto Iguazu"	-25.59912	-54.57355	"PPLA4"	"AR"	32038	"2015-04-22"	0
"Puerto Esperanza"	-26.01517	-54.67306	"PPLA2"	"AR"	15579	"2016-01-30"	0
"Puerto Eldorado"	-26.40843	-54.69463	"PPL"	"AR"	54189	"2016-01-30"	0
"Presidencia de la Plaza"	-27.00147	-59.84243	"PPLA2"	"AR"	12231	"2015-04-22"	0
"Posadas"	-27.36708	-55.89608	"PPLA"	"AR"	323739	"2015-04-22"	0
"Pontevedra"	-34.74785	-58.70072	"PPL"	"AR"	33515	"2016-05-07"	0
"Pirane"	-25.73239	-59.10879	"PPLA2"	"AR"	19124	"2015-04-22"	0
"Perugorria"	-29.34132	-58.61059	"PPL"	"AR"	5685	"2016-01-30"	0
"Paso de los Libres"	-29.71251	-57.08771	"PPLA2"	"AR"	43805	"2015-04-22"	0
"Paso de la Patria"	-27.31676	-58.57197	"PPL"	"AR"	5818	"2016-01-30"	0
"Panambi"	-27.72369	-54.91515	"PPL"	"AR"	5970	"2016-01-30"	0
"Pampa del Indio"	-26.06468	-59.91898	"PPL"	"AR"	11588	"2016-01-30"	0
"Palo Santo"	-25.56332	-59.33781	"PPL"	"AR"	5324	"2016-01-30"	0
"Obera"	-27.48706	-55.11994	"PPLA2"	"AR"	56528	"2015-04-22"	0
"Nuestra Senora del Rosario de Caa Cati"	-27.75072	-57.62073	"PPLA2"	"AR"	7573	"2016-01-30"	0
"Necochea"	-38.5545	-58.73961	"PPLA2"	"AR"	80478	"2016-01-27"	0
"Moron"	-34.6509	-58.61956	"PPLA2"	"AR"	319934	"2016-05-07"	0
"Monte Caseros"	-30.25359	-57.63626	"PPLA2"	"AR"	24671	"2015-04-22"	0
